ID,BeekeeperID,PaPlantsID,BeePurchase,BeePurchaseVendorName,BeePurchaseStateOfOrigin,BeePurchasePackages,BeePurchaseNucleusColonies,BeePurchaseFullColonies,BeePurchaseQueens,BeePurchaseOther,OtherBeePurchaseSpecify,ColonyLossMakeup,ColonyLossMakeupOther,OtherColonyLossMakeupSpecify,ReQueenColonies,SupplementalFeed,TypeOfSupplementalFeed,SupplementalFeedOther,OtherSupplementalFeedSpecify,WhenSupplementalFeed,MiteCounts,SugarShakeYN,SugarShake,AlcoholWashYN,AlcoholWash,BottomBoardYN,BottomBoard,DroneSurveyYN,DroneSurvey,OtherMiteCountYN,OtherMiteCount,OtherMiteCountSpecify,AntibioticTreatments,TreatmentsForColonyHealthMitigation,TreatmentsForColonyHealthMitigationOther,OtherTreatmentsForColonyHealthMitigationSpecify,ColonyLossVarroaMiteYN,ColonyLossVarroaMite,ColonyLossStarvationYN,ColonyLossStarvation,ColonyLossBearsYN,ColonyLossBears,ColonyLossAmericanFoulbroodYN,ColonyLossAmericanFoulbrood,ColonyLossSwarmingYN,ColonyLossSwarming,ColonyLossPesticidesYN,ColonyLossPesticides,ColonyLossMitacidesYN,ColonyLossMitacides,OtherColonyLossYN,OtherColonyLoss,OtherColonyLossCausesSpecify,TravelOutsideVermont,ListLocations,OutOfStatePollination,OutOfStatePollinationCrops,OutOfStateOverwintering,OverwinteringCityAndState,OtherOutOfState,OtherOutOfStateSpecify,Opinion,NewBeekeeper,NotBeekeeper,Queens,NucleusColonies,Packages,FullColonies,Test,BeeKeeperStatus,LocationID,ColonyCount,AnnualColonyLoss,WinterColonyLoss,FallMiteCount,MiteNotes,CountyName,TownshipName,EffectiveStartDate,EffectiveEndDate,LastInspectionDate,YardType,Orientation,MixInd,StateCode,City,ZipCode,PerTotLoss,PerWintLoss
480,2870,7DJ,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,TRUE,Catch swarms/ introduced queens to splits made from survivors,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,TRUE,2.5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),TRUE,Cultural/physical management for mites,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,failed queens (drone layer/ queenless),FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Pesticides and anthropomorphic climate destabilization are tied for most important. Then there is the problem that most bee killing causes are related and impact one-another. Managing the complex system of stresses on hives (nutrition, pests, disease, pesticides, genetics, etcÄ) and reducing the stress caused by thing I have control over enough so bees can deal with stress that I have little direct control over.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007DJ-11,6,9,7,NA,NA,Addison,Middlebury Town,19-May-16,NA,NA,Permanent,NA,N,VT,Middlebury,5753,0.6,0.466666667
480,2870,7DJ,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,TRUE,Catch swarms/ introduced queens to splits made from survivors,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,TRUE,2.5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),TRUE,Cultural/physical management for mites,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,failed queens (drone layer/ queenless),FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Pesticides and anthropomorphic climate destabilization are tied for most important. Then there is the problem that most bee killing causes are related and impact one-another. Managing the complex system of stresses on hives (nutrition, pests, disease, pesticides, genetics, etcÄ) and reducing the stress caused by thing I have control over enough so bees can deal with stress that I have little direct control over.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007DJ-12,5,10,8,29,"<10%, 29 mites>",Unknown,NA,13-Jul-17,NA,NA,Permanent,NA,N,VT,Ferrisburgh,5456,0.666666667,0.533333333
480,2870,7DJ,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,TRUE,Catch swarms/ introduced queens to splits made from survivors,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,TRUE,2.5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),TRUE,Cultural/physical management for mites,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,failed queens (drone layer/ queenless),FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Pesticides and anthropomorphic climate destabilization are tied for most important. Then there is the problem that most bee killing causes are related and impact one-another. Managing the complex system of stresses on hives (nutrition, pests, disease, pesticides, genetics, etcÄ) and reducing the stress caused by thing I have control over enough so bees can deal with stress that I have little direct control over.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007DJ-13,18,12,1,11,"<4%, 11 mites, sugar shake>",Unknown,NA,13-Jul-17,NA,NA,Permanent,NA,N,VT,New Haven,5472,0.4,0.033333333
480,2870,7DJ,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,TRUE,Catch swarms/ introduced queens to splits made from survivors,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,TRUE,2.5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),TRUE,Cultural/physical management for mites,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,failed queens (drone layer/ queenless),FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Pesticides and anthropomorphic climate destabilization are tied for most important. Then there is the problem that most bee killing causes are related and impact one-another. Managing the complex system of stresses on hives (nutrition, pests, disease, pesticides, genetics, etcÄ) and reducing the stress caused by thing I have control over enough so bees can deal with stress that I have little direct control over.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007DJ-3,9,12,10,NA,NA,Addison,Cornwall Town,1-Jan-01,NA,6-Jul-15,Permanent,NA,N,VT,Cornwall,5753,0.571428571,0.476190476
480,2870,7DJ,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,TRUE,Catch swarms/ introduced queens to splits made from survivors,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,TRUE,2.5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),TRUE,Cultural/physical management for mites,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,failed queens (drone layer/ queenless),FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Pesticides and anthropomorphic climate destabilization are tied for most important. Then there is the problem that most bee killing causes are related and impact one-another. Managing the complex system of stresses on hives (nutrition, pests, disease, pesticides, genetics, etcÄ) and reducing the stress caused by thing I have control over enough so bees can deal with stress that I have little direct control over.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007DJ-7,23,13,10,NA,NA,Addison,Middlebury Town,6-Sep-12,NA,20-Jun-14,Permanent,NA,N,VT,Middlebury,5753,0.361111111,0.277777778
480,2870,7DJ,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,TRUE,Catch swarms/ introduced queens to splits made from survivors,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,TRUE,2.5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),TRUE,Cultural/physical management for mites,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,failed queens (drone layer/ queenless),FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Pesticides and anthropomorphic climate destabilization are tied for most important. Then there is the problem that most bee killing causes are related and impact one-another. Managing the complex system of stresses on hives (nutrition, pests, disease, pesticides, genetics, etcÄ) and reducing the stress caused by thing I have control over enough so bees can deal with stress that I have little direct control over.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007DJ-2,24,5,5,NA,NA,Addison,Cornwall Town,6-Sep-12,NA,17-Oct-14,Permanent,NA,N,VT,Cornwall,0,0.172413793,0.172413793
480,2870,7DJ,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,TRUE,Catch swarms/ introduced queens to splits made from survivors,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,TRUE,2.5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),TRUE,Cultural/physical management for mites,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,10,failed queens (drone layer/ queenless),FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Pesticides and anthropomorphic climate destabilization are tied for most important. Then there is the problem that most bee killing causes are related and impact one-another. Managing the complex system of stresses on hives (nutrition, pests, disease, pesticides, genetics, etcÄ) and reducing the stress caused by thing I have control over enough so bees can deal with stress that I have little direct control over.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007DJ-10,30,NA,NA,NA,NA,Addison,NA,19-May-16,NA,30-Jun-16,Permanent,180,N,VT,New Haven,5472,NA,NA
159,2875,7B6,TRUE,Singing Cedars Apiaries,45,0,1,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,Re-queen themselves,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,the weather,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007B6-1,2,1,1,NA,NA,Windsor,Woodstock Town,25-Feb-14,NA,NA,Permanent,NA,N,VT,Woodstock,5091,0.333333333,0.333333333
782,2877,77J,FALSE,NA,NA,0,0,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,Re-queen themselves,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,None,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,I have MS which makes it hard for me to work with my hives so they are neglected - my husband helps harvest the honey and I check the hives when I can.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,00077J-1,2,0,0,NA,<Unknown>,Chittenden,Hinesburg Town,1-Jan-01,NA,12-Jul-07,Permanent,NA,N,VT,Hinesburg,5461,0,0
319,2880,82W,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,FALSE,NA,"Queen cells, Re-queen themselves",FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,00082W-2,3,0,0,NA,NA,Addison,Panton Town,20-Nov-15,NA,NA,Permanent,NA,N,VT,Panton,0,0,0
540,2887,8S0,TRUE,Singing Cedars Apiaries,10,0,1,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Spring,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Bears,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,000850-1,2,0,0,NA,<?>,Windsor,Andover Town,16-Jun-15,NA,18-Jun-17,Permanent,NA,N,VT,Andover,5143,0,0
328,2892,76X,TRUE,Northwoods Apiaries,45,0,1,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,Re-queen themselves,TRUE,"Pollen substitutes, Sugar syrup",FALSE,NA,"Fall, Spring",FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,None,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,0,"unknown - 2 deep super empty, 2 shallows basically full. Most dead bees were outside of hive. MYSTERY",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Starvation; inconsistent fall and winter weather that may interrupt successful clustering and reclustering,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,00076X-1,1,1,NA,0,NA,Caledonia,Danville Town,1-Jan-01,NA,29-Jul-09,Permanent,NA,N,VT,Danville,5828,0.5,0
460,2896,8M4,FALSE,NA,NA,0,0,0,0,0,NA,NA,FALSE,NA,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Spring,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,None,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Not knowing enough about management,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0008M4-1,2,0,0,NA,NA,Orange,Thetford Town,1-Jan-01,NA,13-Jul-17,Permanent,NA,N,VT,Thetford,5074,0,0
90,2902,877,TRUE,Roberts Bee Co.,10,1,0,0,0,0,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,000877-1,3,2,2,NA,NA,Orange,Fairlee Town,15-May-95,NA,NA,Permanent,NA,N,VT,Fairlee,5045,0.4,0.4
89,2902,877,TRUE,Vermont Beekeeping Supply,45,2,0,0,0,0,NA,Purchase Packages,FALSE,NA,Introduce mated queens,TRUE,Sugar syrup,FALSE,NA,"Fall, Spring",FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Modern dairy farmers, Lake Morey Golf Course, Town of Fairlee putting chemicals in Lake. Almost impossible to keep bees alive in Connecticut River Valley.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,000877-1,3,2,2,NA,NA,Orange,Fairlee Town,15-May-95,NA,NA,Permanent,NA,N,VT,Fairlee,5045,0.4,0.4
206,2915,7VF,FALSE,NA,NA,0,0,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,"Fall, Spring",FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,None,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Lack of knowledge.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007VF-1,1,0,0,NA,NA,Caledonia,Ryegate Town,1-Jan-01,NA,NA,Permanent,NA,N,VT,Ryegate,5069,0,0
310,2922,7Y6,TRUE,Betterbee,10,2,0,0,0,0,NA,Purchase Packages,FALSE,NA,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Spring,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),FALSE,NA,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Having my hives survive over the winter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007Y6-1,3,NA,NA,NA,NA,Windsor,Hartland Town,1-Jan-01,NA,5-Jun-08,Permanent,NA,N,VT,Hartland 4-Corners,5048,NA,NA
719,2956,7BF,TRUE,Adam Howe,45,0,3,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,Re-queen themselves,FALSE,NA,FALSE,NA,NA,TRUE,FALSE,0,FALSE,0,TRUE,3,FALSE,0,FALSE,0,NA,TRUE,Formic acid (Mite Away Quick Strips),FALSE,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Keeping the bees alive year to year,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Closed,0007BF-1,2,3,3,NA,NA,Bennington,Bennington Town,1-Jan-01,NA,15-Apr-98,Permanent,NA,N,VT,Bennington,NA,0.6,0.6
720,2956,7BF,TRUE,John Letourneau,45,0,0,0,0,0,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Closed,0007BF-1,2,3,3,NA,NA,Bennington,Bennington Town,1-Jan-01,NA,15-Apr-98,Permanent,NA,N,VT,Bennington,NA,0.6,0.6
597,2959,7NZ,TRUE,Kirk Webster,45,0,2,0,0,0,NA,"Make Splits or Divides, Purchase Nucleus Colonies",FALSE,NA,"Introduce mated queens, Introduce virgin queens",TRUE,Sugar syrup,FALSE,NA,"Fall, Spring",TRUE,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),FALSE,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Mites,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007NZ-1,4,NA,NA,NA,NA,Chittenden,Burlington City,1-Jan-01,NA,5-Jul-16,Permanent,NA,N,VT,Burlington,5401,NA,NA
459,2969,7K8,TRUE,Northwoods Apiaries,45,0,2,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,0,Unknown,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Overwintering,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007K8-1,2,2,2,NA,NA,Caledonia,Sheffield Town,1-Jan-01,NA,NA,Permanent,NA,N,VT,Sheffield,5866,0.5,0.5
586,2970,82P,FALSE,NA,NA,0,0,0,0,0,NA,"Make Splits or Divides, Purchase Nucleus Colonies, Purchase Packages",FALSE,NA,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),FALSE,NA,TRUE,3,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Trying to keep bees alive due to mite issues.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,00082P-1,4,1,1,NA,NA,Rutland,Pittsford Town,1-Jan-01,NA,30-Mar-05,Permanent,NA,N,VT,Florence,5763,0.2,0.2
586,2970,82P,FALSE,NA,NA,0,0,0,0,0,NA,"Make Splits or Divides, Purchase Nucleus Colonies, Purchase Packages",FALSE,NA,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),FALSE,NA,TRUE,3,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Trying to keep bees alive due to mite issues.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,00082P-3,1,2,2,NA,NA,Rutland,Pittsford Town,19-Jun-12,NA,25-Jul-03,Permanent,NA,N,VT,Pittsford,5763,0.666666667,0.666666667
586,2970,82P,FALSE,NA,NA,0,0,0,0,0,NA,"Make Splits or Divides, Purchase Nucleus Colonies, Purchase Packages",FALSE,NA,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Fall,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),FALSE,NA,TRUE,3,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Trying to keep bees alive due to mite issues.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,00082P-4,0,NA,NA,NA,NA,Rutland,Brandon Town,19-Jun-12,6/1/16 0:00,30-Mar-05,Permanent,NA,N,VT,Brandon,5733,NA,NA
483,2998,7P5,TRUE,Charles Andros,29,0,2,0,0,0,NA,"Purchase Nucleus Colonies, Purchase Packages",FALSE,NA,Introduce virgin queens,TRUE,Sugar syrup,FALSE,NA,Fall,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,TRUE,Formic acid (Mite Away Quick Strips),FALSE,NA,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Over wintering but this winter (April 1st) it was bears.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P5-1,0,2,2,NA,NA,Windham,Putney Town,1-Jan-01,NA,10-Jun-03,Permanent,NA,N,VT,Putney,5346,1,1
677,3008,8K9,FALSE,NA,NA,0,0,0,0,0,NA,Purchase Packages,FALSE,NA,Introduce mated queens,TRUE,Sugar syrup,FALSE,NA,Winter,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),FALSE,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Mite infestation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0008K9-1,0,NA,NA,NA,NA,Rutland,Wells Town,1-Jan-01,NA,10-Jun-03,Permanent,NA,N,VT,Wells,5774,NA,NA
710,3015,7B3,TRUE,Andrew Munkres,45,0,1,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,Introduce mated queens,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,None,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Delinquent,0007B3-1,2,NA,NA,NA,NA,Chittenden,Essex Town,1-Jan-01,NA,24-Jul-97,Permanent,NA,N,VT,Essex Junction,5452,NA,NA
78,3036,7YY,FALSE,NA,NA,0,0,0,0,0,NA,Make Splits or Divides,FALSE,NA,Re-queen themselves,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Apiguard,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,A new split hive did not grow very strong.,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Loss of bees (colonies) over winter. Know how best to treat for mites.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007YY-1,2,1,1,NA,NA,Addison,Bristol Town,1-Jan-01,NA,23-Jun-04,Permanent,NA,N,VT,Bristol,5443,0.333333333,0.333333333
441,3038,74A,TRUE,Singing Cedars Apiaries,45,0,1,0,0,0,NA,Purchase Nucleus Colonies,FALSE,NA,"Introduce mated queens, Re-queen themselves",TRUE,NA,TRUE,Honey and maple syrup,Winter,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,None,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,0,unkown. Died in march with lots of food.,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Our wintering. Any advice would be helpful.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,00074A-1,1,1,1,NA,NA,Rutland,Shrewsbury Town,1-Jan-01,NA,29-Aug-08,Permanent,NA,N,VT,Shrewsbury,5738,0.5,0.5
121,3071,85P,TRUE,Green Mountain Bee Farm,45,0,2,0,0,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Introduce virgin queens",TRUE,"Pollen, Pollen substitutes",FALSE,NA,"Fall, Winter",TRUE,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Oxalic acid,FALSE,NA,TRUE,6,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Varroa,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Active,00085P-4,1,1,1,NA,NA,Chittenden,Jericho Town,20-Jul-15,NA,NA,Permanent,NA,N,VT,Jericho,5465,0.5,0.5
121,3071,85P,TRUE,Green Mountain Bee Farm,45,0,2,0,0,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Introduce virgin queens",TRUE,"Pollen, Pollen substitutes",FALSE,NA,"Fall, Winter",TRUE,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,Oxalic acid,FALSE,NA,TRUE,6,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Varroa,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Active,00085P-2,4,2,2,NA,NA,Chittenden,Underhill Town,1-Jan-01,NA,10-May-11,Permanent,NA,N,VT,Underhill Center,5490,0.333333333,0.333333333
