PaPlantsID,BeekeeperID,BeeKeeperStatus,LocationID,ColonyCount,AnnualColonyLoss,WinterColonyLoss,PerTotLoss,PerWinLoss,FallMiteCount,MiteNotes,CountyName,TownshipName,EffectiveStartDate,EffectiveEndDate,LastInspectionDate,YardType,Orientation,MixInd,StateCode,City,ZipCode,X_if_no_2017_Reg
000V5J,4926,Delinquent,000V5J-1,1,NA,NA,NA,NA,NA,,Bennington,Bennington Town,10/5/15 0:00,,,Permanent,,N,VT,Shaftsbury,5262,X
000V6Y,4929,Delinquent,000V6Y-3,3,NA,NA,NA,NA,NA,,Unknown,,8/11/17 0:00,,8/11/17 0:00,Pollination,,N,VT,Bethel,abai,X
000V9Y,4935,Delinquent,000V9Y-1,7,NA,NA,NA,NA,NA,,Franklin,Fairfield Town,1/8/16 0:00,,,Permanent,,N,VT,Fairfield,5455,X
000VAF,4937,Delinquent,000VAF-1,6,NA,NA,NA,NA,NA,,Orleans,Irasburg Town,1/13/16 0:00,,,Permanent,,N,VT,Barton,5822,X
000VB7,4939,Delinquent,000VB7-1,6,NA,NA,NA,NA,NA,,Windsor,Andover Town,2/1/16 0:00,,,Permanent,,N,VT,Andover,5143,X
000VBV,4940,Delinquent,000VBV-1,12,NA,NA,NA,NA,NA,,Addison,Weybridge Town,2/10/16 0:00,,,Permanent,,N,VT,Weybridge,5753,X
000VBV,4940,Delinquent,000VBV-2,2,NA,NA,NA,NA,NA,,Addison,Panton Town,2/10/16 0:00,,,Permanent,,N,VT,panton,5491,X
000VBV,4940,Delinquent,000VBV-3,3,NA,NA,NA,NA,NA,,Addison,Middlebury Town,2/10/16 0:00,,,Permanent,,N,VT,Middlebury,5753,X
000VBV,4940,Delinquent,000VBV-4,2,NA,NA,NA,NA,NA,,Chittenden,Williston Town,2/10/16 0:00,,,Permanent,,N,VT,Williston,5495,X
000VBV,4940,Delinquent,000VBV-5,2,NA,NA,NA,NA,NA,,Chittenden,Richmond Town,2/10/16 0:00,,,Permanent,,N,VT,Richmond,5477,X
000VBV,4940,Delinquent,000VBV-6,2,NA,NA,NA,NA,NA,,Windsor,Hartland Town,2/10/16 0:00,,,Permanent,,N,VT,Hartland,5048,X
000VM4,4952,Delinquent,000VM4-1,4,NA,NA,NA,NA,NA,,Chittenden,Westford Town,5/3/16 0:00,,,Permanent,,N,VT,Westford,5494,X
000VMZ,4955,Delinquent,000VMZ-1,1,NA,NA,NA,NA,NA,,Bennington,Readsboro Town,5/13/16 0:00,,,Permanent,,N,VT,Readsboro,5350,X
000VQF,4960,Delinquent,000VQF-1,1,NA,NA,NA,NA,NA,,Washington,Calais Town,5/23/16 0:00,,,Permanent,,N,VT,Calais,5648,X
000VV7,4964,Delinquent,000VV7-1,2,NA,NA,NA,NA,NA,,Lamoille,Hyde Park Town,5/25/16 0:00,,,Permanent,,N,VT,Hyde Park,5655,X
000VVF,4968,Delinquent,000VVF-1,2,NA,NA,NA,NA,NA,,Chittenden,Colchester Town,5/26/16 0:00,,,Permanent,,N,VT,Colchester,5446,X
000VVN,4973,Delinquent,000VVN-1,0,NA,NA,NA,NA,NA,,Windsor,Springfield Town,5/27/16 0:00,,,Permanent,,N,VT,Springfield,5156,X
000VVP,4974,Delinquent,000VVP-1,1,NA,NA,NA,NA,NA,,Caledonia,Waterford Town,5/27/16 0:00,,,Permanent,,N,VT,Waterford,5819,X
000VXK,4990,Delinquent,000VXK-1,1,NA,NA,NA,NA,NA,,Orange,Washington Town,6/7/16 0:00,,,Permanent,,N,VT,Washington,5675,X
000W10,5009,Delinquent,000W10-1,2,NA,NA,NA,NA,NA,,Windsor,Hartland Town,6/20/16 0:00,,,Permanent,,N,VT,Hartland,5048,X
000W31,5031,Delinquent,000W31-1,4,NA,NA,NA,NA,NA,,Unknown,,7/5/16 0:00,,7/5/16 0:00,Permanent,,N,VT,Burlington,5401,X
000W3Q,5039,Delinquent,000W3Q-1,1,NA,NA,NA,NA,NA,,Orange,Thetford Town,7/8/16 0:00,,,Permanent,,N,VT,N Thetford,5043,X
000W3X,5040,Delinquent,000W3X-1,2,NA,NA,NA,NA,NA,,Windham,Newfane Town,7/11/16 0:00,,,Permanent,,N,VT,Newfane,5345,X
000W47,5043,Delinquent,000W47-1,10,NA,NA,NA,NA,NA,,Franklin,Saint Albans Town,7/14/16 0:00,,,Permanent,,N,VT,St. Albans,5478,X
000W4H,5047,Delinquent,000W4H-1,2,NA,NA,NA,NA,NA,,Orange,,7/15/16 0:00,,7/26/16 0:00,Permanent,,N,VT,Thetford,5058,X
000W57,5051,Delinquent,000W57-1,4,NA,NA,NA,NA,NA,,Washington,Warren Town,7/18/16 0:00,,,Permanent,,N,VT,Warren,5674,X
000W62,5058,Delinquent,000W62-1,2,NA,NA,NA,NA,NA,,Chittenden,Milton Town,7/21/16 0:00,,,Permanent,,N,VT,,0,X
000W6A,5061,Delinquent,000W6A-1,1,NA,NA,NA,NA,NA,,Windham,Brattleboro Town,7/26/16 0:00,,,Permanent,,N,VT,Brattleboro,5301,X
000W74,5069,Delinquent,000W74-1,38,NA,NA,NA,NA,NA,,Franklin,Richford Town,8/1/16 0:00,,,Permanent,,N,VT,Richford,5476,X
000W74,5069,Delinquent,000W74-2,38,NA,NA,NA,NA,NA,,Franklin,Enosburg Town,8/1/16 0:00,,,Permanent,,N,VT,Enosburg Falls,5450,X
000W7D,5070,Delinquent,000W7D-1,6,NA,NA,NA,NA,NA,,Windsor,Weston Town,8/4/16 0:00,,,Permanent,,N,VT,Weston,5161,X
000W7D,5070,Delinquent,000W7D-2,6,NA,NA,NA,NA,NA,,Unknown,,8/4/16 0:00,,,Permanent,,N,VT,Cambridge,0,X
000W8P,5078,Delinquent,000W8P-1,2,NA,NA,NA,NA,NA,,Orleans,Craftsbury Town,8/15/16 0:00,,,Permanent,,N,VT,Craftsbury,5826,X
000XJ6,5083,Delinquent,000XJ6-1,2,NA,NA,NA,NA,NA,,Orange,,8/26/16 0:00,,5/25/17 0:00,Permanent,,N,VT,Strafford,5075,X
000XJ7,5084,Delinquent,000XJ7-1,2,NA,NA,NA,NA,NA,,Washington,,8/26/16 0:00,,8/26/16 0:00,Permanent,180,N,VT,Moretown,5660,X
000XK1,5089,Delinquent,000XK1-1,15,NA,NA,NA,NA,NA,,Washington,Northfield Town,8/31/16 0:00,,,Permanent,,N,VT,Norwich,5055,X
000XK2,5090,Delinquent,000XK2-1,2,NA,NA,NA,NA,NA,,Bennington,,8/31/16 0:00,,8/24/16 0:00,Permanent,,N,VT,Shaftsbury,5262,X
000XKK,5094,Delinquent,000XKK-1,2,NA,NA,NA,NA,NA,,Washington,Middlesex Town,9/12/16 0:00,,,Permanent,,N,VT,Middlesex,5602,X
000XMC,5099,Delinquent,000XMC-1,65,NA,NA,NA,NA,NA,,Washington,Woodbury Town,9/26/16 0:00,,,Permanent,,N,VT,Woodbury,5650,X
000XN6,5102,Delinquent,000XN6-1,6,NA,NA,NA,NA,NA,,Franklin,Montgomery Town,10/13/16 0:00,,,Permanent,,N,VT,Montgomery,5470,X
000XQ0,5106,Delinquent,000XQ0-1,14,NA,NA,NA,NA,NA,,Washington,Cabot Town,11/9/16 0:00,,,Permanent,,N,VT,Cabot,5647,X
000XYD,5112,Delinquent,000XYD-1,5,NA,NA,NA,NA,NA,,Chittenden,South Burlington City,2/8/17 0:00,,,Permanent,,N,VT,South Burlington,5403,X
000YB0,5125,Delinquent,000YB0-1,1,NA,NA,NA,NA,NA,,Franklin,Georgia Town,5/10/17 0:00,,,Permanent,,N,VT,Georgia,5478,X
000N11,5126,Delinquent,000N11-1,1,NA,NA,NA,NA,NA,,Washington,Northfield Town,5/10/17 0:00,,,Permanent,,N,VT,Northfield,5663,X
000YB2,5128,Delinquent,000YB2-1,2,NA,NA,NA,NA,NA,,Addison,Bristol Town,5/10/17 0:00,,,Permanent,,N,VT,Bristol,5443,X
000YB3,5129,Delinquent,000YB3-1,3,NA,NA,NA,NA,NA,,Orange,Newbury Town,5/10/17 0:00,,,Permanent,,N,VT,West Newbury,5085,X
000YB4,5130,Delinquent,000YB4-1,0,NA,NA,NA,NA,NA,,Franklin,Berkshire Town,5/10/17 0:00,,,Permanent,,N,VT,Enosburg Falls,5450,X
000YBG,5137,Delinquent,000YBG-1,1,NA,NA,NA,NA,NA,,Washington,Calais Town,5/11/17 0:00,,,Permanent,,N,VT,Calais,5640,X
000YBH,5138,Delinquent,000YBH-1,2,NA,NA,NA,NA,NA,,Orange,Chelsea Town,5/12/17 0:00,,,Permanent,,N,VT,Chelsea,5038,X
000YBJ,5139,Delinquent,000YBJ-1,1,NA,NA,NA,NA,NA,,Chittenden,Westford Town,5/12/17 0:00,,,Permanent,,N,VT,Westford,5494,X
000YD2,5141,Delinquent,000YD2-1,2,NA,NA,NA,NA,NA,,Orange,Washington Town,5/15/17 0:00,,7/21/17 0:00,Permanent,,N,VT,Washington,5675,X
000YD5,5144,Delinquent,000YD5-1,2,NA,NA,NA,NA,NA,,Chittenden,Westford Town,5/15/17 0:00,,,Permanent,,N,VT,Westford,5494,X
000YD7,5145,Delinquent,000YD7-1,2,NA,NA,NA,NA,NA,,Windham,Putney Town,5/15/17 0:00,,,Permanent,,N,VT,Putney,5346,X
000YD9,5146,Delinquent,000YD9-1,1,NA,NA,NA,NA,NA,,Lamoille,Elmore Town,5/16/17 0:00,,,Permanent,,N,VT,Wolcott,5680,X
000YDA,5147,Delinquent,000YDA-1,2,NA,NA,NA,NA,NA,,Franklin,Saint Albans City,5/16/17 0:00,,,Permanent,,N,VT,St Albans,5478,X
000YDM,5151,Delinquent,000YDM-1,1,NA,NA,NA,NA,NA,,Chittenden,Hinesburg Town,5/18/17 0:00,,,Permanent,,N,VT,Hinesburg,05461-0004,X
000YDV,5152,Delinquent,000YDV-1,1,NA,NA,NA,NA,NA,,Chittenden,Hinesburg Town,5/19/17 0:00,,,Permanent,,N,VT,Hinesburg,5461,X
000DVZ,5205,Delinquent,000DVZ-1,3,NA,NA,NA,NA,NA,,Windsor,Royalton Town,7/14/17 0:00,,,Permanent,,N,VT,South Royalton,5068,X
000Z0Y,5233,Delinquent,000Z0Y-1,22,NA,NA,NA,NA,NA,,Windsor,Rochester Town,9/12/17 0:00,,,Permanent,,N,VT,Rochester,5767,X
000Z0Y,5233,Delinquent,000Z0Y-2,3,NA,NA,NA,NA,NA,,Windsor,,9/12/17 0:00,,,Permanent,,N,VT,Hancock,5767,X
00073P,221,Active,00073P-1,12,10,NA,0.454545455,NA,NA,,Bennington,Bennington Town,1/1/01 0:00,,7/31/17 0:00,Permanent,,N,VT,Bennington,5201,
753,269,Active,000753-1,1,3,2,0.75,0.666666667,NA,,Bennington,Dorset Town,1/1/01 0:00,,6/26/92 0:00,Permanent,,N,VT,Dorset,5253,
00075Q,299,Active,00075Q-1,4,1,1,0.2,0.2,NA,,Bennington,Pownal Town,1/1/01 0:00,,,Permanent,,N,VT,Pownal,5260,
00076P,336,Active,00076P-1,4,1,1,0.2,0.2,0,,Bennington,Stamford Town,1/1/01 0:00,,8/19/88 0:00,Permanent,,N,VT,Stamford,5352,
00076W,339,Active,00076W-1,10,0,0,0,0,NA,,Bennington,Shaftsbury Town,1/1/01 0:00,,7/31/17 0:00,Permanent,,N,VT,Shaftsbury,5257,
771,346,Active,000771-1,1,1,1,0.5,0.5,NA,,Windsor,Andover Town,1/1/01 0:00,,,Permanent,,N,VT,Andover,5143,
00078G,429,Active,00078G-1,2,NA,NA,NA,NA,NA,,Windsor,Springfield Town,1/1/01 0:00,,,Permanent,,N,VT,Springfield,5156,
00079X,500,Active,00079X-1,3,NA,NA,NA,NA,NA,,Windsor,Pomfret Town,1/1/01 0:00,,8/11/17 0:00,Permanent,,N,VT,Pomfret,5084,
0007BK,585,Delinquent,0007BK-3,3,3,3,0.5,0.5,NA,,Windsor,,7/16/15 0:00,,6/30/17 0:00,Permanent,,N,VT,South Royalton,5068,
0007F2,685,Active,0007F2-1,1,2,2,0.666666667,0.666666667,NA,,Windham,Brattleboro Town,1/1/01 0:00,,,Permanent,,N,VT,West Brattleboro,5301,
0007FH,708,Active,0007FH-1,8,6,6,0.428571429,0.428571429,NA,<acceptable>,Windsor,Hartland Town,1/1/01 0:00,,6/11/12 0:00,Permanent,,N,VT,Hartland,5048,
0007HY,797,Active,0007HY-11,15,0,NA,0,NA,NA,,Windham,Wardsboro Town,12/2/15 0:00,,,Permanent,,N,VT,Wardsboro,5355,
0007HY,797,Active,0007HY-9,10,2,NA,0.166666667,NA,NA,,Bennington,Bennington Town,12/2/15 0:00,,,Permanent,,N,VT,Wilmington,5363,
0007HY,797,Active,0007HY-10,10,2,NA,0.166666667,NA,NA,,Windham,Dummerston Town,12/2/15 0:00,,,Permanent,,N,VT,Dummerston,5301,
0007HY,797,Active,0007HY-3,NA,0,NA,NA,NA,NA,,Windham,Jamaica Town,1/1/01 0:00,,,Permanent,,N,VT,Jamaica,,
0007HY,797,Active,0007HY-1,0,NA,NA,NA,NA,NA,,Windham,Londonderry Town,1/1/01 0:00,,7/7/89 0:00,Permanent,,N,VT,Londonderry,5148,
0007HY,797,Active,0007HY-2,0,NA,NA,NA,NA,NA,,Rutland,Pawlet Town,1/1/01 0:00,,9/24/98 0:00,Permanent,,N,VT,Pawlet,5761,
0007HY,797,Active,0007HY-4,0,NA,NA,NA,NA,NA,,Windham,Wardsboro Town,1/1/01 0:00,,7/18/89 0:00,Permanent,,N,VT,Wardsboro,5355,
0007HY,797,Active,0007HY-5,0,NA,NA,NA,NA,NA,,Windham,Townshend Town,1/1/01 0:00,,6/28/89 0:00,Permanent,,N,VT,Townshend,5353,
0007HY,797,Active,0007HY-6,0,NA,NA,NA,NA,NA,,Windham,Wardsboro Town,1/1/01 0:00,,7/18/89 0:00,Permanent,,N,VT,Wardsboro,5355,
0007HY,797,Active,0007HY-7,0,NA,NA,NA,NA,NA,,Bennington,Manchester Town,1/1/01 0:00,,8/11/95 0:00,Permanent,,N,VT,Manchester,5254,
0007HY,797,Active,0007HY-8,0,NA,NA,NA,NA,NA,,Rutland,Pawlet Town,1/1/01 0:00,,7/18/89 0:00,Permanent,,N,VT,Pawlet,5751,
0007HY,797,Active,0007HY-12,10,NA,NA,NA,NA,NA,,Windham,Brattleboro Town,12/2/15 0:00,,,Permanent,,N,VT,Brattleboro,5301,
0007K0,851,Active,0007K0-1,31,NA,NA,NA,NA,NA,,Franklin,Swanton Town,1/1/01 0:00,,10/12/05 0:00,Permanent,,N,VT,Highgate,5459,
0007K0,851,Active,0007K0-2,29,NA,NA,NA,NA,NA,,Franklin,Sheldon Town,1/1/01 0:00,,10/29/14 0:00,Permanent,,N,VT,St Albans,0,
0007K0,851,Active,0007K0-6,22,NA,NA,NA,NA,NA,,Chittenden,Shelburne Town,1/1/01 0:00,,6/10/15 0:00,Permanent,,N,VT,Shelburne,0,
0007K0,851,Active,0007K0-7,44,NA,NA,NA,NA,NA,,Chittenden,Colchester Town,1/1/01 0:00,,6/12/90 0:00,Permanent,,N,VT,Colchester,0,
0007K0,851,Active,0007K0-8,27,NA,NA,NA,NA,NA,,Chittenden,Charlotte Town,1/1/01 0:00,,9/30/14 0:00,Permanent,,N,VT,Charlotte,0,
0007K0,851,Active,0007K0-9,17,NA,NA,NA,NA,NA,,Chittenden,Charlotte Town,1/1/01 0:00,,10/21/14 0:00,Permanent,,N,VT,Charlotte,0,
0007K0,851,Active,0007K0-10,36,NA,NA,NA,NA,NA,,Addison,Whiting Town,1/1/01 0:00,,10/2/14 0:00,Permanent,,N,VT,Whiting,0,
0007K0,851,Active,0007K0-11,29,NA,NA,NA,NA,NA,,Addison,Weybridge Town,1/1/01 0:00,,11/4/05 0:00,Permanent,,N,VT,Weybridge,0,
0007K0,851,Active,0007K0-12,21,NA,NA,NA,NA,NA,,Addison,Weybridge Town,1/1/01 0:00,,10/17/14 0:00,Permanent,,N,VT,Weybridge,0,
0007K0,851,Active,0007K0-13,19,NA,NA,NA,NA,NA,,Addison,Weybridge Town,1/1/01 0:00,,10/17/14 0:00,Permanent,,N,VT,Weybridge,0,
0007K0,851,Active,0007K0-14,28,NA,NA,NA,NA,NA,,Addison,Waltham Town,1/1/01 0:00,,10/27/04 0:00,Permanent,,N,VT,Waltham,0,
0007K0,851,Active,0007K0-15,18,NA,NA,NA,NA,NA,,Addison,Vergennes City,1/1/01 0:00,,10/27/04 0:00,Permanent,,N,VT,Vergennes,0,
0007K0,851,Active,0007K0-16,0,NA,NA,NA,NA,NA,,Addison,Bridport Town,1/1/01 0:00,,8/19/14 0:00,Permanent,,N,VT,Bridport,0,
0007K0,851,Active,0007K0-17,22,NA,NA,NA,NA,NA,,Addison,Shoreham Town,1/1/01 0:00,,10/2/14 0:00,Permanent,,N,VT,Shoreham,5770,
0007K0,851,Active,0007K0-18,15,NA,NA,NA,NA,NA,,Addison,Shoreham Town,1/1/01 0:00,,10/2/14 0:00,Permanent,,N,VT,Shoreham,5770,
0007K0,851,Active,0007K0-19,0,NA,NA,NA,NA,NA,,Addison,Panton Town,1/1/01 0:00,,10/17/14 0:00,Permanent,,N,VT,Panton,0,
0007K0,851,Active,0007K0-20,15,NA,NA,NA,NA,NA,,Addison,Panton Town,1/1/01 0:00,,11/5/13 0:00,Permanent,,N,VT,Panton,0,
0007K0,851,Active,0007K0-21,18,NA,NA,NA,NA,NA,,Addison,Waltham Town,1/1/01 0:00,,9/26/07 0:00,Permanent,,N,VT,New Haven,5472,
0007K0,851,Active,0007K0-22,5,NA,NA,NA,NA,NA,,Addison,Bridport Town,1/1/01 0:00,,10/20/14 0:00,Permanent,,N,VT,Middlebury,0,
0007K0,851,Active,0007K0-23,21,NA,NA,NA,NA,NA,,Addison,Bridport Town,1/1/01 0:00,,11/8/11 0:00,Permanent,,N,VT,Bridport,0,
0007K0,851,Active,0007K0-24,0,NA,NA,NA,NA,NA,,Addison,Bridport Town,1/1/01 0:00,,6/26/08 0:00,Permanent,,N,VT,Bridport,0,
0007K0,851,Active,0007K0-25,0,NA,NA,NA,NA,NA,,Addison,Addison Town,1/1/01 0:00,,10/17/14 0:00,Permanent,,N,VT,Addison,0,
0007K0,851,Active,0007K0-26,15,NA,NA,NA,NA,NA,,Addison,Bridport Town,1/1/01 0:00,,10/20/14 0:00,Permanent,,N,VT,Bridport,5734,
0007K0,851,Active,0007K0-27,29,NA,NA,NA,NA,NA,,Addison,Bridport Town,1/1/01 0:00,,10/20/14 0:00,Permanent,,N,VT,Bridport,0,
0007K0,851,Active,0007K0-28,24,NA,NA,NA,NA,NA,,Addison,Addison Town,1/1/01 0:00,,10/17/14 0:00,Permanent,,N,VT,Addison,0,
0007K0,851,Active,0007K0-29,17,NA,NA,NA,NA,NA,,Addison,Addison Town,1/1/01 0:00,,10/27/04 0:00,Permanent,,N,VT,Addison,5491,
0007K0,851,Active,0007K0-30,22,NA,NA,NA,NA,NA,,Chittenden,Charlotte Town,1/1/01 0:00,,7/24/06 0:00,Permanent,,N,VT,Charlotte,5445,
0007K0,851,Active,0007K0-4,21,NA,NA,NA,NA,NA,,Unknown,,1/1/01 0:00,,10/15/08 0:00,Permanent,,N,VT,Fairfield,5455,
0007K0,851,Active,0007K0-3,30,NA,NA,NA,NA,NA,,Chittenden,Shelburne Town,1/1/01 0:00,,6/25/08 0:00,Permanent,,N,VT,Shelburne,5482,
0007K0,851,Active,0007K0-5,36,NA,NA,NA,NA,NA,,Unknown,,1/1/01 0:00,,7/31/17 0:00,Permanent,,N,VT,Charlotte,5445,
0007K0,851,Active,0007K0-31,12,NA,NA,NA,NA,NA,,Chittenden,Colchester Town,7/30/15 0:00,,,Permanent,,N,VT,Colchester,0,
0007K0,851,Active,0007K0-32,5,NA,NA,NA,NA,NA,,Addison,Middlebury Town,11/4/16 0:00,,,Permanent,,N,VT,Middlebury,5753,
0007K0,851,Active,0007K0-33,15,NA,NA,NA,NA,NA,,Addison,Middlebury Town,11/4/16 0:00,,,Permanent,,N,VT,Middlebury,5753,
0007KZ,913,Active,0007KZ-1,1,2,2,0.666666667,0.666666667,NA,,Addison,Middlebury Town,1/1/01 0:00,,8/14/89 0:00,Permanent,,N,VT,Middlebury,5753,
0007MA,941,Active,0007MA-7,24,5,5,0.172413793,0.172413793,NA,,Addison,Waltham Town,1/1/01 0:00,,8/2/96 0:00,Permanent,,N,VT,Vergennes,5491,
0007MA,941,Active,0007MA-8,5,4,2,0.444444444,0.285714286,NA,,Addison,Orwell Town,1/1/01 0:00,,,Permanent,,N,VT,Orwell,5760,
0007MA,941,Active,0007MA-9,5,8,8,0.615384615,0.615384615,NA,,Addison,Shoreham Town,6/23/15 0:00,,,Permanent,,N,VT,Bridport,5734,
0007MA,941,Active,0007MA-5,8,15,13,0.652173913,0.619047619,NA,,Addison,Ferrisburgh Town,1/1/01 0:00,,8/2/96 0:00,Permanent,,N,VT,Ferrisburg,5661,
0007MA,941,Active,0007MA-6,0,NA,NA,NA,NA,NA,,Addison,New Haven Town,1/1/01 0:00,5/31/15 0:00,10/9/03 0:00,Permanent,,N,VT,New Haven,0,
0007P1,1015,Active,0007P1-1,3,5,5,0.625,0.625,NA,,Washington,Barre Town,1/1/01 0:00,,,Permanent,,N,VT,Barre,5641,
0007P4,1021,Active,0007P4-27,14,1,1,0.066666667,0.066666667,NA,<light>,Chittenden,Charlotte Town,5/30/13 0:00,,9/30/13 0:00,Permanent,,N,VT,Charlotte,0,
0007P4,1021,Active,0007P4-26,19,2,2,0.095238095,0.095238095,NA,<heavy>,Chittenden,Hinesburg Town,5/30/13 0:00,,7/2/15 0:00,Permanent,,N,VT,Hinesburg,0,
0007P4,1021,Active,0007P4-22,16,2,2,0.111111111,0.111111111,NA,<heavy>,Chittenden,Shelburne Town,1/1/11 0:00,,9/30/13 0:00,Permanent,,N,VT,Shelburne,0,
0007P4,1021,Active,0007P4-7,14,2,2,0.125,0.125,NA,<light>,Chittenden,Shelburne Town,1/1/01 0:00,,10/23/08 0:00,Permanent,,N,VT,Shelburne,0,
0007P4,1021,Active,0007P4-28,20,3,3,0.130434783,0.130434783,NA,<light>,Chittenden,Shelburne Town,5/30/13 0:00,,,Permanent,,N,VT,Shelburne,0,
0007P4,1021,Active,0007P4-9,17,3,3,0.15,0.15,NA,<heavy>,Chittenden,Charlotte Town,1/1/01 0:00,,9/30/14 0:00,Permanent,,N,VT,E Charlotte,5445,
0007P4,1021,Active,0007P4-25,11,4,4,0.266666667,0.266666667,NA,<light>,Washington,Worcester Town,1/1/01 0:00,,5/24/16 0:00,Permanent,,N,VT,Worcester,5682,
0007P4,1021,Active,0007P4-10,14,6,6,0.3,0.3,NA,<light>,Chittenden,Charlotte Town,1/1/01 0:00,,9/30/14 0:00,Permanent,,N,VT,Charlotte,5000,
0007P4,1021,Active,0007P4-24,14,6,6,0.3,0.3,NA,<heavy>,Chittenden,Hinesburg Town,1/1/11 0:00,,,Permanent,,N,VT,Hinesburg,0,
0007PK,1045,Active,0007PK-1,2,NA,NA,NA,NA,NA,,Washington,Waterbury Town,1/1/01 0:00,,7/17/13 0:00,Permanent,,N,VT,Waterbury Center,5677,
0007PK,1045,Active,0007PK-2,18,NA,NA,NA,NA,NA,,Chittenden,Colchester Town,5/3/14 0:00,,,Permanent,,N,VT,Colchester,5444,
0007PM,1046,Active,0007PM-1,2,3,2,0.6,0.5,NA,,Washington,Berlin Town,1/1/01 0:00,,4/21/08 0:00,Permanent,,N,VT,Northfield,5663,
0007V8,1146,Closed,0007V8-1,2,2,0,0.5,0,NA,,Washington,Northfield Town,1/1/01 0:00,,7/24/02 0:00,Permanent,,N,VT,Northfield Falls,5664,
0007VA,1149,Active,0007VA-1,2,NA,NA,NA,NA,NA,,Washington,Plainfield Town,1/1/01 0:00,,6/6/88 0:00,Permanent,,N,VT,Plainfield,5667,
0007VM,1169,Active,0007VM-2,6,4,4,0.4,0.4,NA,,Washington,Waterbury Town,7/5/16 0:00,,,Permanent,,N,VT,Waterbury Center,5677,
0007VM,1169,Active,0007VM-1,7,10,8,0.588235294,0.533333333,NA,,Washington,Waterbury Town,1/1/01 0:00,,7/18/95 0:00,Permanent,,N,VT,Waterbury Center,5677,
0007VM,1169,Active,0007VM-3,2,NA,NA,NA,NA,NA,,Washington,Waitsfield Town,7/3/17 0:00,,,Permanent,,N,VT,Waitsfield,5673,
0007YP,1343,Active,0007YP-1,15,12,12,0.444444444,0.444444444,NA,,Chittenden,Hinesburg Town,1/1/01 0:00,,8/2/16 0:00,Permanent,,N,VT,Hinesburg,05461-9416,
0007YP,1343,Active,0007YP-2,0,NA,NA,NA,NA,NA,,Chittenden,Hinesburg Town,1/1/01 0:00,,4/29/04 0:00,Permanent,,N,VT,Hinesburg,5461,
0007YP,1343,Active,0007YP-3,0,NA,NA,NA,NA,NA,,Chittenden,Hinesburg Town,1/1/01 0:00,,9/26/01 0:00,Permanent,,N,VT,Hinesburg,5461,
0007ZQ,1395,Active,0007ZQ-1,24,NA,NA,NA,NA,NA,,Chittenden,Shelburne Town,1/1/01 0:00,,10/21/09 0:00,Permanent,,N,VT,Shelburne,5482,
0007ZQ,1395,Active,0007ZQ-2,8,NA,NA,NA,NA,NA,,Franklin,Fairfax Town,1/1/01 0:00,,,Permanent,,N,VT,Fairfax,5454,
0007ZQ,1395,Active,0007ZQ-3,0,NA,NA,NA,NA,NA,,Franklin,Franklin Town,1/1/01 0:00,1/1/17 0:00,10/15/08 0:00,Permanent,,N,VT,Franklin,0,
0007ZQ,1395,Active,0007ZQ-9,12,NA,NA,NA,NA,NA,,Franklin,Highgate Town,1/1/01 0:00,,10/15/08 0:00,Permanent,,N,VT,Highgate,0,
0007ZQ,1395,Active,0007ZQ-17,24,NA,NA,NA,NA,NA,,Franklin,Georgia Town,1/1/01 0:00,,,Permanent,,N,VT,Georgia,0,
0007ZQ,1395,Active,0007ZQ-18,18,NA,NA,NA,NA,NA,,Chittenden,Milton Town,1/1/01 0:00,,,Permanent,,N,VT,Milton,0,
0007ZQ,1395,Active,0007ZQ-19,22,NA,NA,NA,NA,NA,,Chittenden,Milton Town,1/1/01 0:00,,,Permanent,,N,VT,georgia,0,
0007ZQ,1395,Active,0007ZQ-20,12,NA,NA,NA,NA,NA,,Chittenden,Burlington City,1/1/01 0:00,,6/3/17 0:00,Permanent,,N,VT,Burlington,5401,
0007ZQ,1395,Active,0007ZQ-21,18,NA,NA,NA,NA,NA,,Chittenden,South Burlington City,1/1/01 0:00,8/2/17 13:39,8/2/17 0:00,Permanent,,N,VT,So. Burlington,5403,
0007ZQ,1395,Active,0007ZQ-22,8,NA,NA,NA,NA,NA,,Washington,Barre Town,8/8/17 0:00,,,Permanent,,N,VT,Barre,5641,
0007ZQ,1395,Active,0007ZQ-23,8,NA,NA,NA,NA,NA,,Washington,Calais Town,8/8/17 0:00,,,Permanent,,N,VT,Calais,5648,
0007ZQ,1395,Active,0007ZQ-24,18,NA,NA,NA,NA,NA,,Chittenden,Williston Town,8/8/17 0:00,,,Permanent,,N,VT,Williston,5495,
0007ZQ,1395,Active,0007ZQ-25,10,NA,NA,NA,NA,NA,,Franklin,Enosburg Town,8/8/17 0:00,,,Permanent,,N,VT,Enosburg,5450,
810,1467,Active,000810-4,10,2,2,0.166666667,0.166666667,NA,<2%>,Chittenden,Burlington City,6/11/15 0:00,,6/3/17 0:00,Permanent,,N,VT,Burlington,5401,
810,1467,Active,000810-3,6,2,2,0.25,0.25,NA,<2%>,Chittenden,South Burlington City,1/1/01 0:00,,10/21/14 0:00,Permanent,,N,VT,South Burlington,5401,
810,1467,Active,000810-2,2,1,1,0.333333333,0.333333333,NA,<2%>,Chittenden,Burlington City,1/1/01 0:00,,7/21/04 0:00,Permanent,,N,VT,Burlington,5401,
