Plant,Date,Site,Block,Transect,Observer,StartTime,EndTime,TempC,PlantBloomingState,TotalPlants,Plant,Eggs,Instar_1,Instar_2,Instar_3,Instar_4,Instar_5,Pupae,Adult_M,Adult_F,Adult_Unk,Dead,TugTest,PercDefoliation,PodsWithBugs,TotalPods,PodsWithBugsPercent,Aphids,AphidMummies ,Notes,AdultsUKOutside,InstarsInside,InstarsOutside,Pupae outside
43,6/16/19,Borderview,Central B,2,TJS,11:16,11:38,18,Pre,50,43,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,6,N,,,,,
44,6/16/19,Borderview,Central B,2,TJS,11:16,11:38,18,Pre,50,44,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
45,6/16/19,Borderview,Central B,2,TJS,11:16,11:38,18,Pre,50,45,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
46,6/16/19,Borderview,Central B,2,TJS,11:16,11:38,18,Pre,50,46,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
47,6/16/19,Borderview,Central B,2,TJS,11:16,11:38,18,Pre,50,47,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
48,6/16/19,Borderview,Central B,2,TJS,11:16,11:38,18,Pre,50,48,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
49,6/16/19,Borderview,Central B,2,TJS,11:16,11:38,18,Pre,50,49,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
50,6/16/19,Borderview,Central B,2,TJS,11:16,11:38,18,Pre,50,50,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
1,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,1,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
2,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
3,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
4,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
5,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
6,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
7,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,7,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
8,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
9,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
10,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
11,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,11,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
12,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,12,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
13,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,13,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
14,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,14,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
15,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,15,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
16,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,16,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
17,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,17,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
18,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,18,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
19,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,19,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
20,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,20,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
21,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,21,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
22,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,22,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
23,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,23,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
24,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,24,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
25,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,25,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
26,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,26,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
27,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,27,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
28,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,28,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
29,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,29,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
30,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,30,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
31,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,31,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
32,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,32,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
33,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,33,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
34,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,34,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
35,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,35,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
36,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,36,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
37,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,37,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
38,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,38,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
39,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,39,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
40,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,40,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
41,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,41,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
42,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,42,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
43,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,43,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
44,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,44,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
45,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,45,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
46,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,46,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
47,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,47,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
48,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,48,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
49,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,49,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
50,6/16/19,Borderview,Shore,1,FNN,11:42,11:59,18,Pre,50,50,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
1,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,1,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,8,N,,,,,
2,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
3,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,3,N,,,,,
4,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
5,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,4,N,,,,,
6,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
7,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,7,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
8,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,6,N,,,,,
9,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,8,N,,,,,
10,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
11,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,11,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
12,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,12,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,4,N,,,,,
13,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,13,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
14,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,14,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
15,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,15,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,6,N,,,,,
16,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,16,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
17,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,17,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
18,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,18,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
19,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,19,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
20,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,20,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
21,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,21,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
22,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,22,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
23,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,23,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,4,N,,,,,
24,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,24,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
25,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,25,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
26,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,26,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
27,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,27,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
28,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,28,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
29,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,29,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
30,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,30,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
31,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,31,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
32,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,32,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
33,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,33,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
34,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,34,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
35,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,35,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
36,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,36,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
37,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,37,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
38,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,38,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
39,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,39,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,4,N,,,,,
40,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,40,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
41,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,41,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
42,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,42,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
43,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,43,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,4,N,,,,,
44,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,44,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
45,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,45,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
46,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,46,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
47,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,47,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
48,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,48,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
49,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,49,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,5,N,,,,,
50,6/16/19,Borderview,Shore,2,TJS,11:42,12:00,18,Pre,50,50,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
1,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,1,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
2,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
3,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
4,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
5,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
6,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
7,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,7,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
8,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
9,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
10,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
11,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,11,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
12,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,12,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
13,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,13,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
14,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,14,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
15,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,15,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
16,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,16,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
17,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,17,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
18,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,18,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
19,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,19,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
20,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,20,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
21,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,21,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
22,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,22,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
23,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,23,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
24,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,24,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
25,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,25,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
26,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,26,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
27,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,27,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
28,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,28,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
29,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,29,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
30,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,30,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
31,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,31,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
32,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,32,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
33,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,33,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
34,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,34,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
35,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,35,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
36,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,36,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
37,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,37,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
38,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,38,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
39,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,39,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
40,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,40,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
41,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,41,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
42,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,42,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
43,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,43,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
44,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,44,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
45,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,45,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
46,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,46,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
47,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,47,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
48,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,48,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
49,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,49,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
50,6/16/19,Borderview,South,1,FNN,12:02,12:16,18,Pre,50,50,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
1,6/16/19,Borderview,South,2,TJS,12:02,12:15,18,Pre,50,1,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
2,6/16/19,Borderview,South,2,TJS,12:02,12:15,18,Pre,50,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
3,6/16/19,Borderview,South,2,TJS,12:02,12:15,18,Pre,50,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
4,6/16/19,Borderview,South,2,TJS,12:02,12:15,18,Pre,50,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
5,6/16/19,Borderview,South,2,TJS,12:02,12:15,18,Pre,50,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
